,Unnamed: 0.1,Unnamed: 0,symbol,name,curr_market_price,pe_ratio,book_value,divident,roce,roe,face_value,market_cap,about
458,458,458,GAIL,GAIL (India) Ltd,212.0,12.4,117.0,2.59,14.7,14.0,10.0,139411.0,"Incorporated in 1984, GAIL, a Government of India undertaking, is an integrated natural gas company in India. It owns over 11,500 km of natural gas pipelines, over 2300 km of LPG pipelines, six LPG gas-processing units and a petrochemicals facility. It also has a joint-venture interest in Petronet LNG Ltd, Ratnagiri Gas and Power Pvt Ltd, and in the CGD business in several cities. GAIL has wholly owned subsidiaries in Singapore and the US for expanding its presence outside India in the segments of LNG, petrochemical trading and shale gas assets."
459,459,459,GAL,Gyscoal Alloys Limited,,,,,,,,,
460,460,460,GALAXYSURF,Galaxy Surfactants Ltd,3172.0,36.8,615.0,0.69,17.4,14.9,10.0,11245.0,"Galaxy Surfactants Ltd was Incorporated in 1986. It’s a leading manufacturer of Performance Surfactants and Specialty Care products with over 205 product grades. These products are used in consumer-centric Home and Personal care products like hair care, oral care, skin care, cosmetics, soap, shampoo, lotion, detergent, cleaning products, etc. Preferred suppliers to leading MNC’s, Regional and Local FMCG brands."
461,461,461,GALLANTT,Gallantt Ispat Ltd.,390.0,29.9,102.0,0.26,12.0,9.63,10.0,9463.0,"Incorporated in 2005,Gallantt Ispat Limited is a leading Iron and Steel manufacturing Company located in Eastern Uttar Pradesh. The Co is engaged in the business of Iron & Steel, Agro, Power and Real Estate. "
462,462,462,GALLISPAT,Gallantt Ispat Limited,,,,,,,,,
463,463,463,GAMMNINFRA,Gammon Infrastructure Projects Limited,,,,,,,,,
464,464,464,GANDHITUBE,Gandhi Special Tubes Ltd,,,,,,,,,"Incorporated in 1959, Gandhi Special Tubes Ltd deals in manufacturing of Seamless and Welded Steel Tubes, Nuts and generation of Wind Power "
465,465,465,GANECOS,Ganesha Ecosphere Limited,,,,,,,,,
466,466,466,GANESHHOUC,Ganesh Housing Corporation Ltd,850.0,17.2,159.0,1.29,45.0,41.6,10.0,7112.0,"Incorporated in 1991, Ganesh Housing Corporation Ltd is in the business of real estate development in residential and commercial segment and infrastructure projects"
467,467,467,GANGESSECU,Ganges Securities Ltd,167.0,32.5,545.0,0.0,1.18,0.69,10.0,167.0,"Incorporated in 2015, Ganges Securities Ltd deals in securities mainly of group companies and in immovable properties. It is also into tea business"
468,468,468,GANGOTRI,Gangotri Textiles Ltd,,,,,,,,,"Incorporated in 1989, Gangotri Textiles Ltd is in the garment manufacturing business"
469,469,469,GARDENSILK,Garden Silk Mills Limited,,,,,,,,,
470,470,470,GARFIBRES,Garware Technical Fibres Ltd,4094.0,38.2,605.0,0.07,23.1,18.5,10.0,8109.0,"Established in 1976, Garware-Wall Ropes (GWRL) is one of India's leading players in the technical textiles sector, providing specialized solutions to the cordage and infrastructure industry worldwide. The company manufactures and provides world class solutions in high performance polymer ropes, fishing nets, sports nets, safety nets, aquaculture cages, coated fabrics, agricultural netting and geosynthetics."
471,471,471,GATI,GATI Limited,,,,,,,,,
472,472,472,GAYAHWS,Gayatri Highways Limited,,,,,,,,,
473,473,473,GAYAPROJ,Gayatri Projects Ltd,9.55,,-35.5,0.0,-16.6,-172.0,2.0,179.0,"Incorporated in 1963, Gayatri Projects Ltd is an infrastructure construction company"
474,474,474,GDL,Gateway Distriparks Ltd(Merged),280.0,19.0,120.0,0.0,8.62,6.74,10.0,3500.0,"Gateway Distriparks Ltd is engaged in business of container freight stations (CFS) / Inland Container Depots (ICD) at various locations, transportation of cargo by containers on Indian Railways Network, road transportation of containers/ cargo/ chilled and frozen products and operating storage facilities at cold stores at various locations in India."
475,475,475,GEECEE,GeeCee Ventures Limited,,,,,,,,,
476,476,476,GENESYS,Genesys International Corporation Ltd,777.0,94.7,124.0,0.0,8.28,4.77,5.0,3081.0,"Genesys International Corporation Ltd is engaged in providing Geographical Information Services comprising of photogrammetry, remote sensing, cartography, data conversion, terrestrial and 3D geo-content including location navigation mapping and other computer based related services."
477,477,477,GENUSPAPER,Genus Paper & Boards Ltd,28.5,100.0,18.4,0.0,4.34,0.74,1.0,738.0,"Incorporated in 1996, Genus Paper "
478,478,478,GENUSPOWER,Genus Power Infrastructures Limited,,,,,,,,,
479,479,479,GEOJITFSL,Geojit Financial Services Ltd,154.0,21.9,34.8,0.97,18.8,18.6,1.0,3687.0,"Geojit Financial Services Limited offers a complete spectrum of financial services including online broking, financial products distribution, portfolio management services, margin funding, etc. "
480,480,480,GEPIL,GE Power India Ltd,404.0,,10.2,0.0,-18.4,-114.0,10.0,2693.0,"GE Power India Ltd is engaged in business of engineering, procurement & construction (EPC) of key equipment for thermal and hydro power plants. It is one of the leading players in the Indian power generation equipment market."
481,481,481,GESHIP,The Great EasternShipping CompanyLimited,,,,,,,,,
482,482,482,GET&D,GE T&D India Ltd,1573.0,216.0,41.9,0.13,,,2.0,40370.0,GE T&D is the listed entity of GE’s Grid Solutions business in India. It has been in the power transmission and distribution business for more than 100 years and provides a versatile range of solutions for connecting and evacuating power from generation sources onto the grid. 
483,483,483,GFLLIMITED,GFL Ltd,82.9,,236.0,0.0,-0.31,-0.29,1.0,910.0,Incorporated in GFL Ltd holds investments in associates and is also in the business 
484,484,484,GHCL,GHCL Ltd,645.0,11.9,311.0,1.86,20.6,17.3,10.0,6170.0,"Incorporated in 1983, the company is in the business of chemicals, yarn, and commodity products"
485,485,485,GICHSGFIN,GIC Housing Finance Limited,,,,,,,,,
486,486,486,GICRE,General Insurance Corporation of India,394.0,9.71,330.0,2.54,15.8,13.3,5.0,69035.0,General Insurance Corporation of India is engaged in the business of Reinsurance.(Source : 201903 Annual Report Page No:87)
487,487,487,GILLANDERS,Gillanders Arbuthnot & Company Ltd,82.7,,102.0,0.0,-8.24,-19.6,10.0,176.0,"Incorporated in 1935, Gillanders Arbuthnot "
488,488,488,GILLETTE,Gillette India Limited,,,,,,,,,
489,489,489,GINNIFILA,Ginni Filaments Ltd,,,,,,,,,"Incorporated in 1982, Ginni Filaments Ltd is in the business of the manufacturing textile products"
490,490,490,GIPCL,Gujarat Industries Power Co Ltd,224.0,9.58,170.0,1.77,16.2,14.2,10.0,3370.0,"Incorporated in 1985, Gujarat Industries is a Public Limited company of the Government of Gujarat. "
491,491,491,GISOLUTION,GI Engineering Solutions Limited,,,,,,,,,
492,492,492,GKWLIMITED,GKW Ltd,3102.0,502.0,176.0,0.0,4.86,3.56,10.0,1852.0,"GKW Limited, incorporated in 1931, is engaged in the businesses of ‘Warehousing’ and ‘Investment and Treasury’. Warehousing consists of leasing out warehousing space and Investment and Treasury operations include investment in bank deposits, equity instruments, bonds and mutual funds. Its parent company is Matrix Commercial Private Limited. "
493,493,493,GLAXO,Glaxosmithkline Pharmaceuticals Ltd,2717.0,59.7,105.0,1.18,51.3,37.3,10.0,46011.0,"GlaxoSmithKline Pharmaceuticals research, manufacture and make available a broad range of medicines and vaccines that benefit people.(Source : Company Web-site)"
494,494,494,GLENMARK,Glenmark Pharmaceuticals Limited,,,,,,,,,
495,495,495,GLFL,Gujarat Lease Financing Ltd,7.2,,-2.69,0.0,-4.61,,10.0,20.0,"The Company was a registered Non-Banking Finance Company and ceased to carry on business as an NBFC since 1999-2000 due to precarious financial condition and negative net worth. Based on the Company's request RBI has issued an order canceling the Certificate of Registration w.e.f. 8th March 2017. Currently, the company does not have any business activity and is in the process of exploring avenues for restructuring of its capital and operations."
496,496,496,GLOBALVECT,Global Vectra Helicorp Ltd,,,,,,,,,"Incorporated in 1988, Global Vectra Helicorp Ltd provides Charter Hire of Helicopter Services"
497,497,497,GLOBOFFS,Global Offshore Services Limited,,,,,,,,,
498,498,498,GLOBUSSPR,Globus Spirits Ltd,1289.0,51.3,338.0,0.27,9.46,10.3,10.0,3723.0,"Globus Spirits Limited, established in 1992 is primarily engaged in the business of manufacture and sale of Indian Made Indian Liquor (IMIL), Indian Made Foreign Liquor (IMFL), Bulk Alcohol hand sanitizer, and Franchise Bottling. It has a unique 360⁰ model straddling across the entire alcohol value chain. It is the 1st to set up a grain distillery and launch branded DDGS in India. "
499,499,499,GMBREW,G M Breweries Ltd,,,,,,,,,"G M Breweries Ltd, set up in 1981 manufactures and markets Alcoholic Beverages such as Country Liquor (CL) and Indian-made Foreign Liquor (IMFL). "
500,500,500,GMDCLTD,Gujarat Mineral Development Corporation Limited,,,,,,,,,
501,501,501,GMMPFAUDLR,GMM Pfaudler Ltd,1460.0,43.5,215.0,0.14,19.1,19.6,2.0,6564.0,GMM Pfaudler manufactures corrosion resistant glass-lined equipments  
502,502,502,GMRINFRA,GMR Airports Infrastructure Ltd,94.5,,-3.59,0.0,6.41,,1.0,99792.0,"GMR Infrastructure is mainly engaged in development, maintenance and operation of airports, generation of power, coal mining and exploration activities, development of highways, development, maintenance and operation of special economic zones, and construction business including Engineering, Procurement and Construction (EPC) contracting activities.(Source : 201903 Annual Report Page No: 145)"
503,503,503,GNA,GNA Axles Ltd,442.0,20.1,187.0,0.45,15.1,13.2,10.0,1899.0,"GNA Axles is engaged in the Business of manufactures auto components for the four-wheeler industry, primary product being Rear Axles, Shafts, Spindles & other Automobiles Components for sale in domestic and foreign market."
504,504,504,GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,,,,,,,,,
505,505,505,GOACARBON,Goa Carbon Ltd,795.0,78.8,87.9,2.51,8.61,12.1,10.0,729.0,"Incorporated in 1967, Goa Carbon Ltd manufactures and sells Calcined Petroleum Coke"
506,506,506,GOCLCORP,GOCL Corporation Ltd,430.0,27.2,286.0,0.93,7.29,3.43,2.0,2127.0,"GOCL Corporation Ltd is engaged in the business of Energetics, Mining & Infrastructure Services and Realty."
507,507,507,GODFRYPHLP,Godfrey Phillips India Limited,,,,,,,,,
508,508,508,GODREJAGRO,Godrej Agrovet Ltd,782.0,40.1,131.0,1.28,13.7,14.9,10.0,15050.0,"Godrej Agrovet Limited is a diversified, Research & Development focused agri-business company, dedicated to improving the productivity of Indian farmers by innovating products and services that sustainably increase crop and livestock yields. It holds leading market positions in the different businesses in which it operates - Animal Feed, Crop Protection, Oil Palm, Dairy and Poultry and Processed Foods. "
509,509,509,GODREJCP,Godrej Consumer Products Ltd,1457.0,84.9,123.0,1.03,19.0,-56.0,1.0,148974.0,"Godrej Consumer Products is engaged in a fast moving consumer goods Company, manufacturing and marketing Household and Personal Care products."
510,510,510,GODREJIND,Godrej Industries Ltd,1204.0,82.7,238.0,0.0,5.59,0.65,1.0,40575.0,Godrej Industries is one of the holding companies of Godrej Group. It is one of the leading manufacturers of oleochemicals on a standalone basis.
511,511,511,GODREJPROP,Godrej Properties Ltd,2988.0,74.2,359.0,0.0,5.74,6.79,5.0,83092.0,"Godrej Properties Limited (GPL) is the real estate development arm of the Godrej Group, which was started in 1897 and is today one of India’s most successful conglomerates. Godrej Properties brings the Godrej Group philosophy of innovation, sustainability, and excellence to the real estate industry. "
512,512,512,GOENKA,Goenka Diamond and Jewels Limited,,,,,,,,,
513,513,513,GOKEX,Gokaldas Exports Ltd,1000.0,56.9,204.0,0.1,10.8,10.3,5.0,7146.0,"Gokaldas Exports Limited is engaged in the business of design, manufacture, and sale of a wide range of garments for men, women, and children and caters to the needs of several leading international fashion brands and retailers "
514,514,514,GOKUL,Gokul Refoils and Solvent Ltd,53.5,27.1,33.3,0.0,7.42,0.68,2.0,527.0,"Incorporated in 1992, Gokul Refoils and Solvent Ltd is in the business of trading in oil seeds and edible/non-edible oils and agro commodities and supply of services"
515,515,515,GOKULAGRO,Gokul Agro Resources Limited,,,,,,,,,
516,516,516,GOLDENTOBC,Golden Tobacco Ltd,42.5,14.6,-117.0,0.0,,,10.0,77.4,"Established in 1930 and taken over by Dalmia Group in 1979, Golden Tobacco Limited is engaged in manufacturing of Tobacco Products and Real Estate."
517,517,517,GOLDIAM,Goldiam International Ltd,357.0,39.9,59.0,0.34,19.8,14.9,2.0,3810.0,"Incorporated in 1986, Goldiam International Ltd is engaged in the business of manufacturing and exporting gold and diamond jewelry to global retailers. "
518,518,518,GOLDTECH,Aion-Tech Solutions Ltd,98.9,,19.4,0.0,-0.78,-3.2,10.0,342.0,"Incorporated in 1994, Aion Tech Solutions "
519,519,519,GOODLUCK,Goodluck India Limited,,,,,,,,,
520,520,520,GPIL,Godawari Power & Ispat Ltd,939.0,12.9,331.0,0.53,29.2,21.9,5.0,12778.0,"Godawari Power & Ispat is mainly engaged in the business of Mining of Iron Ore and Manufacturing of Iron Ore Pellets, Sponge Iron, Steel Billets, Wire Rods, H.B. Wire and Ferro Alloys with generation of Electricity."
521,521,521,GPPL,Gujarat Pipavav Port Ltd,217.0,25.6,47.8,3.36,22.7,16.4,10.0,10530.0,"Gujarat Pipavav Port is India's first private sector port located on the south west coast of Gujarat near Bhavnagar. The port is strategically placed to on International Maritime Trade route which connects India with US, Europe, Africa, Middle East on one side and Far east on the other side."
522,522,522,GPTINFRA,GPT Infraprojects Ltd,150.0,32.3,26.0,1.0,21.6,19.1,10.0,1909.0,GPT Infraprojects Ltd (GPT) is a construction company engaged in executing civil and infrastructure projects. It also manufactures concrete sleepers for railways. 
523,523,523,GRANULES,Granules India Ltd,540.0,26.6,133.0,0.28,15.4,13.4,1.0,13094.0,"Granules India Ltd and its subsidiaries are primarily involved in the manufacturing and selling of Active Pharma Ingredients (APIs), Pharmaceutical Formulation Intermediates (PFIs) and Finished Dosages."
524,524,524,GRAPHITE,Graphite India Ltd,587.0,38.2,287.0,1.88,1.44,0.95,2.0,11443.0,Graphite India Ltd is mainly engaged in the business of manufacturing and selling of graphite & carbon and other products.
525,525,525,GRASIM,Grasim IndustriesLimited,,,,,,,,,
526,526,526,GRAVITA,Gravita India Ltd,2477.0,67.2,121.0,0.21,27.9,33.7,2.0,17105.0,"Established in 1992, Gravita India Ltd is one of the largest lead producer in India. The company's business is organized across four specialized verticals: Lead Recycling (flagship), Aluminum recycling, Plastic recycling and Turnkey projects."
527,527,527,GREAVESCOT,Greaves Cotton Ltd,176.0,,62.1,1.13,3.72,1.62,2.0,4097.0,"Greaves Cotton is engaged in manufacturing of engines, engine applications and trading of power tillers, spares related to engines, electric vehicles and infrastructure equipment etc.(Source : 202003 Annual Report Page No:98)"
528,528,528,GREENLAM,Greenlam Industries Ltd,538.0,55.2,84.4,0.31,12.1,13.5,1.0,6896.0,"Greenlam Industries is engaged in the business of manufacturing laminates, decorative veneers and allied products. "
529,529,529,GREENPANEL,Greenpanel Industries Limited,,,,,,,,,
530,530,530,GREENPLY,Greenply Industries Ltd,388.0,49.3,57.4,0.13,10.7,8.44,1.0,4804.0,"Established in 1990, "
531,531,531,GREENPOWER,Orient Green Power Company Ltd,21.0,110.0,6.72,0.0,6.97,4.44,10.0,2468.0,"Orient Green Power Company Limited is an Independent Producer of Renewable Power, it is engaged in developing, owning, and operating a diversified portfolio of Wind Energy Power Plants. "
532,532,532,GRINDWELL,Grindwell Norton Ltd,2377.0,69.2,186.0,0.72,24.6,19.0,5.0,26312.0,"Grindwell Norton Limited is engaged in the business of manufacturing Abrasives, Ceramics & Plastics and providing IT Services. "
